Permit_Key,Permit_Num,Permit_Type,Structure_Type,Work,Street_Num,Street_Name,Street_Type,Street_Direction,Postal,Geo_Id,Ward_Grid,Application_Date,Issued_Date,Completed_Date,Status,Description,Address,Coordinates,Application_Date_Key,Issued_Date_Key,Completed_Date_Key
75,13 108330 BLD,New Building,Apartment Building,New Building,80,ESTHER LORRIE,DR, ,###,30033018,W0203,2013-01-18,2014-09-26,2016-05-02,Closed,"Construct new (12) storey residential condo with (260) units, (1) dwelling room and (3) levels of underground parking.","80,ESTHER LORRIE,DR   ###",POINT (-79.577134 43.732031),4856,5472,6056
76,13 110614 BLD,New Houses,SFD - Detached,New Building,1,FORDHAM,PL, ,M3B,517303,N2505,2013-01-24,2013-04-11,2016-01-25,Closed,Two storey single family dwelling with integral garage at grade,"1,FORDHAM,PL   M3B",POINT (-79.350569 43.742614),4862,4939,5958
77,13 111866 BLD,New Houses,SFD - Detached,New Building,15,CHELFORD,RD, ,M3B,498338,N2504,2013-01-28,2013-04-04,2016-07-18,Closed,Two storey dwelling with attached garage.,"15,CHELFORD,RD   M3B",POINT (-79.364805 43.742047),4866,4932,6133
78,13 119249 BLD,New Houses,SFD - Detached,New Building,14,LLOYDMINSTER,CRES, ,M2M,537588,N2401,2013-02-13,2013-04-16,2016-02-04,Closed,New two storey dwelling with attached garage.,"14,LLOYDMINSTER,CRES   M2M",POINT (-79.406199 43.796656),4882,4944,5968
79,13 120649 BLD,New Houses,SFD - Detached,New Building,39,CLYDE,AVE, ,M5M,500897,N1602,2013-02-15,2013-05-30,2016-09-13,Closed,Two storey single family dwelling with attached garage and finished basement.,"39,CLYDE,AVE   M5M",POINT (-79.424189 43.732895),4884,4988,6190
80,13 123474 BLD,New Houses,SFD - Detached,New Building,99,BIDEWELL,AVE, ,M3H,8985729,N1005,2013-02-22,2013-07-12,2016-02-26,Closed,Two storey single family dwelling with integral garage at grade,"99,BIDEWELL,AVE   M3H",POINT (-79.422558 43.745177),4891,5031,5990
81,13 127563 BLD,New Houses,SFD - Detached,New Building,117,UPPER CANADA,DR, ,M2P,570914,N2501,2013-03-04,2013-06-07,2016-02-11,Closed,Two storey single family dwelling with at grade two car garage and finished basement.,"117,UPPER CANADA,DR   M2P",POINT (-79.400831 43.756546),4901,4996,5975
82,13 128848 BLD,New Houses,SFD - Detached,New Building,10,MANOR HAVEN,RD, ,M6A,539732,N1502,2013-03-06,2013-09-10,2016-02-01,Closed,Two storey single family dwelling with integral at grade garage and finished basement.,"10,MANOR HAVEN,RD   M6A",POINT (-79.436303 43.721748),4903,5091,5965
83,13 141218 BLD,New Houses,SFD - Detached,New Building,33,BAYVIEW,WOOD, ,M4N,11575344,N2508,2013-03-27,2013-06-11,2016-02-18,Closed,Two storey single family dwelling with integral at grade garage and finished basement.,"33,BAYVIEW,WOOD   M4N",POINT (-79.383745 43.726697),4924,5000,5982
84,13 147105 BLD,New Building,Mixed Use/Res w Non Res,New Building,1960,QUEEN,ST,E,M4L,9980067,S3209,2013-04-09,2014-07-03,2016-09-09,Closed,"Proposal to construct a 6 sty condo with ground floor retail, 2 levels of underground parking, and 28 residential units. See active Demo permit.
","1960,QUEEN,ST E M4L",POINT (-79.302182 43.669744),4937,5387,6186
85,13 147632 BLD,New Houses,SFD - Detached,New Building,21,DACRE,CRES, ,M6S,789404,W1310,2013-04-10,2013-07-23,2016-11-18,Closed,To construct new 3 storey single family detached dwelling with integral garage.,"21,DACRE,CRES   M6S",POINT (-79.472484 43.65001),4938,5042,6256
86,13 155357 BLD,New Building,Mixed Use/Res w Non Res,New Building,3087,DANFORTH,AVE, ,M1L,325384,E3506,2013-04-23,2015-01-21,2016-11-03,Closed,"Proposed 4 storey affordable housing building containing 20 dwelling units.  A total of 5 surface vehicle parking spaces are proposed on site with access from the rear public lane off Thora Avenue, and 18 bicycle spaces.  Revised design reflects a Danforth Ave. road widening, increased building setback from Thora Ave., and reallocation of first floor spaces with increased retail space and garbage room moved to the rear. Has Final and Binding approval for variance relating to setbacks (from Danforth Rd. and for ground floor residential units), parking reductions and rear angular plane.","3087,DANFORTH,AVE   M1L",POINT (-79.286856 43.691411),4951,5589,6241
87,13 159298 BLD,New Houses,SFD - Detached,New Building,13,EDMONTON,RD, ,M2J,30028984,N3304,2013-04-30,2013-10-07,2016-06-16,Closed,Two storey single family dwelling with integral garage at grade,"13,EDMONTON,RD   M2J",POINT (-79.338199 43.78208),4958,5118,6101
88,13 160797 BLD,New Houses,SFD - Detached,New Building,122,ESTELLE,AVE, ,M2N,7155121,N2303,2013-05-02,2013-06-07,2016-11-30,Closed,Three storey single family dwelling with integral garage at grade.,"122,ESTELLE,AVE   M2N",POINT (-79.394512 43.778036),4960,4996,6268
89,13 162501 BLD,New Houses,SFD - Detached,New Building,101,CHESTNUT HILLS,PKWY, ,M9A,7195885,W0405,2013-05-06,2013-06-25,2016-04-18,Closed,Proposal to construct new two storey single family detached dwelling with attached garage.,"101,CHESTNUT HILLS,PKWY   M9A",POINT (-79.524715 43.659243),4964,5014,6042
90,13 163056 BLD,New Houses,SFD - Detached,New Building,5,BERKINDALE,CRES, ,M2L,3310466,N2502,2013-05-06,2013-08-07,2016-03-17,Closed,Two storey single family dwelling with integral garage at grade,"5,BERKINDALE,CRES   M2L",POINT (-79.383157 43.754409),4964,5057,6010
91,13 164196 BLD,New Houses,SFD - Detached,New Building,83,EASTVILLE,AVE, ,M1M,330267,E3610,2013-05-07,2013-11-21,2016-02-26,Closed,"New 2 storey SFD, existing house to be demolished","83,EASTVILLE,AVE   M1M",POINT (-79.23517 43.717825),4965,5163,5990
92,13 165227 BLD,New Houses,SFD - Detached,New Building,48,DUNLOE,RD, ,M5P,797806,S2202,2013-05-08,2013-08-19,2016-01-27,Closed,Proposal to construct new two storey detached single family dwelling with a basement garage (see 12-292008 ZPR and 12-292054 MV),"48,DUNLOE,RD   M5P",POINT (-79.413219 43.693962),4966,5069,5960
93,13 174809 BLD,New Houses,SFD - Detached,New Building,46,EASTGLEN,CRES, ,M9B,997881,W0305,2013-05-27,2014-07-31,2016-08-23,Closed,Proposal to construct new 2 storey sfd-detached with integral garage,"46,EASTGLEN,CRES   M9B",POINT (-79.551752 43.651095),4985,5415,6169
94,13 182951 BLD,New Houses,SFD - Detached,New Building,112,HOUNSLOW,AVE, ,M2N,7094599,N2302,2013-06-06,2013-09-17,2016-12-02,Closed,Two storey single family dwelling with integral at grade two car garage and finished basement.,"112,HOUNSLOW,AVE   M2N",POINT (-79.419763 43.774657),4995,5098,6270
95,13 185658 BLD,New Houses,SFD - Detached,New Building,280,ELLERSLIE,AVE, ,M2R,511558,N2302,2013-06-11,2013-09-20,2016-05-27,Closed,Two storey single family dwelling with integral garage,"280,ELLERSLIE,AVE   M2R",POINT (-79.427504 43.768693),5000,5101,6081
96,13 186698 BLD,New Houses,SFD - Detached,New Building,75,BROOKE,AVE, ,M5M,493069,N1602,2013-06-12,2013-07-30,2016-06-20,Closed,New two storey dwelling with attached garage.,"75,BROOKE,AVE   M5M",POINT (-79.411014 43.734882),5001,5049,6105
97,13 187458 BLD,New Houses,SFD - Detached,New Building,179,EDENBRIDGE,DR, ,M9A,998151,W0406,2013-06-13,2013-08-30,2016-07-06,Closed,To construct new 3 storey single family dwelling.,"179,EDENBRIDGE,DR   M9A",POINT (-79.513616 43.674707),5002,5080,6121
98,13 187539 BLD,New Houses,SFD - Detached,New Building,0,EDENBRIDGE,DR, ,###,,W0406,2013-06-13,2013-09-10,2016-09-07,Closed,To construct new 3 storey single family detached dwelling.,"0,EDENBRIDGE,DR   ###",POINT (-79.527971 43.667166),5002,5091,6184
99,13 190118 BLD,New Houses,SFD - Detached,New Building,336,PARKVIEW,AVE, ,M2N,3315967,N2303,2013-06-18,2013-10-01,2016-12-20,Closed,New three storey single family dwelling with attached garage.,"336,PARKVIEW,AVE   M2N",POINT (-79.394932 43.775284),5007,5112,6288
100,13 193069 BLD,New Houses,SFD - Detached,New Building,30,PALOMINO,CRES, ,M2K,548657,N2405,2013-06-24,2013-09-03,2016-03-24,Closed,Two storey single family dwelling with integral garage at grade,"30,PALOMINO,CRES   M2K",POINT (-79.387211 43.776158),5013,5084,6017
101,13 196271 BLD,New Houses,SFD - Detached,New Building,46,PRINCESS,AVE, ,M2N,553061,N2304,2013-06-28,2013-10-10,2016-01-22,Closed,2 storey detached single family dwelling with integral garage and finished basement,"46,PRINCESS,AVE   M2N",POINT (-79.410166 43.769184),5017,5121,5955
102,13 202558 BLD,New Houses,SFD - Detached,New Building,6,ASTLEY,AVE, ,M4W,7949730,S2705,2013-07-11,2013-08-01,2016-01-25,Closed,Proposed construction of a new three storey single family dwelling (268.98m2) with integral at grade garage and finished basement area (127.59m2),"6,ASTLEY,AVE   M4W",POINT (-79.369523 43.687882),5030,5051,5958
103,13 205787 BLD,New Houses,SFD - Detached,New Building,507,DELORAINE,AVE, ,M5M,506769,N1602,2013-07-17,2013-08-14,2016-01-29,Closed,Two storey dwelling with attached garage and finished basement,"507,DELORAINE,AVE   M5M",POINT (-79.424492 43.729585),5036,5064,5962
104,13 207548 BLD,New Houses,SFD - Detached,New Building,429,EMPRESS,AVE, ,M2N,3315993,N2304,2013-07-19,2013-10-04,2016-07-13,Closed,Two storey dwelling with attached garage and finished basement,"429,EMPRESS,AVE   M2N",POINT (-79.390693 43.773956),5038,5115,6128
105,13 208392 BLD,New Houses,SFD - Detached,New Building,560,MELROSE,AVE, ,M5M,542445,N1602,2013-07-22,2013-11-05,2016-02-25,Closed,Three storey single family dwelling with integral garage at grade,"560,MELROSE,AVE   M5M",POINT (-79.429218 43.728205),5041,5147,5989
106,13 209299 BLD,New Houses,SFD - Detached,New Building,76,MONTRESSOR,DR, ,M2P,9942149,N2501,2013-07-23,2013-08-29,2016-11-30,Closed,Two storey detached single family dwelling with integral garage and finished basement,"76,MONTRESSOR,DR   M2P",POINT (-79.39387 43.758755),5042,5079,6268
107,13 209501 BLD,New Houses,SFD - Detached,New Building,115,BROOKE,AVE, ,M5M,493100,N1602,2013-07-24,2013-09-13,2016-03-04,Closed,Two storey detached single family dweling with integral garage and finished basement,"115,BROOKE,AVE   M5M",POINT (-79.4136 43.734282),5043,5094,5997
108,13 219518 BLD,New Houses,SFD - Detached,New Building,138,THE KINGSWAY, , ,M8X,10080036,W0503,2013-08-13,2014-05-01,2016-12-15,Closed,To construct a new detached dwelling with an attached garage.,"138,THE KINGSWAY,    M8X",POINT (-79.513325 43.654294),5063,5324,6283
109,13 227039 BLD,New Houses,SFD - Detached,New Building,15,PLYMBRIDGE,RD, ,M2P,552367,N2503,2013-08-27,2013-09-16,2016-02-18,Closed,Construction of new 2 storey detached single family dwelling with integral garage - less than 50% of walls of existing house to remain,"15,PLYMBRIDGE,RD   M2P",POINT (-79.399626 43.739597),5077,5097,5982
110,13 231023 BLD,New Houses,SFD - Detached,New Building,419,EMPRESS,AVE, ,M2N,3315981,N2304,2013-09-05,2013-09-18,2016-12-06,Closed,Two storey dwelling with attached garage at grade,"419,EMPRESS,AVE   M2N",POINT (-79.391584 43.773781),5086,5099,6274
111,13 233160 BLD,New Houses,SFD - Detached,New Building,52,RISEBROUGH,AVE, ,M2M,556159,N2401,2013-09-10,2014-01-17,2016-02-09,Closed,Construction of a new two storey single family detached dwelling (373.67m2) with integral at grade garage and finished basement area (160.11m2),"52,RISEBROUGH,AVE   M2M",POINT (-79.397379 43.790496),5091,5220,5973
112,13 233334 BLD,Small Residential Projects,SFD - Detached,Interior Alterations,22,TURNER,RD, ,M6G,877592,S2107,2013-09-10,2013-12-05,2016-01-27,Closed,To alter the existing two-storey single family detached dwelling by completing interior alterations to the first and second floor (231.56 m2) and to complete basement finishing including a cold cellar addition (95.13 m2).  A rear uncovered platform will also be constructed off the ground floor.  ,"22,TURNER,RD   M6G",POINT (-79.426164 43.676421),5091,5177,5960
113,13 234217 BLD,New Houses,SFD - Detached,New Building,272,HOLMES,AVE, ,M2N,528460,N2303,2013-09-11,2013-12-17,2016-01-28,Closed,Construction of a new two storey single family dwelling (301.18m2) with integral at grade garage and finished basement area (116.99m2),"272,HOLMES,AVE   M2N",POINT (-79.39529 43.782414),5092,5189,5961
114,13 235450 BLD,New Houses,SFD - Detached,New Building,31,RISA,BLVD, ,M6B,14077542,N1504,2013-09-13,2013-10-10,2016-04-08,Closed,Construction of a new two storey single family detached dwelling (324.29m2) with integral at grade garage and finished basement (150.34m2),"31,RISA,BLVD   M6B",POINT (-79.450493 43.704766),5094,5121,6032
115,13 243352 BLD,New Houses,SFD - Detached,New Building,34,LARKFIELD,DR, ,M3B,535229,N2504,2013-09-30,2013-10-16,2016-03-08,Closed,Two storey detached single family dwelling with integral garage and finished basement,"34,LARKFIELD,DR   M3B",POINT (-79.359104 43.738984),5111,5127,6001
116,13 258914 BLD,New Houses,SFD - Detached,New Building,113,VALECREST,DR, ,M9A,7974837,W0406,2013-10-30,2015-01-08,2016-06-03,Closed,Demolition of existing bungalow and construction of a new 2-storey single-family dwelling with an attached garage having 2 levels one above grade and one below..,"113,VALECREST,DR   M9A",POINT (-79.520152 43.673968),5141,5576,6088
117,13 262038 BLD,New Houses,SFD - Detached,New Building,688,CONACHER,DR, ,M2M,7344378,N2401,2013-11-06,2013-11-28,2016-04-12,Closed,Two storey detached single family dwelling with integral garage and finished basement,"688,CONACHER,DR   M2M",POINT (-79.400393 43.798324),5148,5170,6036
118,13 263019 BLD,New Houses,SFD - Detached,New Building,40,ORIOLE,RD, ,M4V,849294,S2207,2013-11-08,2013-11-25,2016-07-12,Closed,"To cosntruct a new three-storey single family detached dwelling (355.43 m2) with two balconies, and an attached garage. ","40,ORIOLE,RD   M4V",POINT (-79.400735 43.688348),5150,5167,6127
119,13 263021 BLD,New Houses,SFD - Detached,New Building,42,ORIOLE,RD, ,###,30054446,S2207,2013-11-08,2014-02-12,2016-03-18,Closed,"To cosntruct a new three-storey single family detached dwelling (357.19 m2) with two balconies, and an attached garage. ","42,ORIOLE,RD   ###",POINT (-79.40074 43.688378),5150,5246,6011
120,13 264038 BLD,New Houses,SFD - Detached,New Building,22,MAUREEN,DR, ,M2K,4504041,N2405,2013-11-12,2013-12-10,2016-01-11,Closed,Two storey single family dwelling with integral two car garage at grade and finished basement.,"22,MAUREEN,DR   M2K",POINT (-79.373872 43.771286),5154,5182,5944
121,13 265564 BLD,Small Residential Projects,SFD - Detached,Interior Alterations,55,BOSWELL,AVE, ,M5R,11034591,S2003,2013-11-14,2014-01-03,2016-02-11,Closed,Proposal for interior alterations to all floors and underpinning to an existing 2 storey SFD-detached dwelling.  See also 13 234002 ZZC.,"55,BOSWELL,AVE   M5R",POINT (-79.398042 43.671976),5156,5206,5975
122,13 269383 B01,New Houses,SFD - Detached,New Building - Lead,716,MARLEE,AVE, ,M6B,10339963,N1504,2013-11-25,2014-04-10,2016-01-18,Closed,Construct a new two storey single family dwelling with intergal garage,"716,MARLEE,AVE   M6B",POINT (-79.444788 43.710945),5167,5303,5951
123,13 269383 B03,New Houses,SFD - Detached,New Building,716,MARLEE,AVE, ,M6B,10339963,N1504,2013-11-25,2014-04-10,2016-01-18,Closed,Construct a new two storey single family dwelling with intergal garage,"716,MARLEE,AVE   M6B",POINT (-79.444788 43.710945),5167,5303,5951
124,13 269383 B04,New Houses,SFD - Detached,New Building,716,MARLEE,AVE, ,M6B,10339963,N1504,2013-11-25,2014-04-10,2016-02-03,Closed,Construct a new two storey single family dwelling with intergal garage,"716,MARLEE,AVE   M6B",POINT (-79.444788 43.710945),5167,5303,5967
125,13 270201 BLD,New Houses,SFD - Detached,New Building,23,GRANITE,ST, ,M3H,523108,N1004,2013-11-26,2013-12-18,2016-08-24,Closed,New two storey single family dwelling with intergral garage with finished basement,"23,GRANITE,ST   M3H",POINT (-79.44744 43.747704),5168,5190,6170
126,13 271456 BLD,New Houses,SFD - Detached,New Building,165,RIDLEY,BLVD, ,M5M,555980,N1602,2013-11-28,2014-06-23,2016-03-03,Closed,Construct new two storey single family dwelling with intergral garage in and finished basement,"165,RIDLEY,BLVD   M5M",POINT (-79.41796 43.737818),5170,5377,5996
127,13 276371 BLD,New Houses,SFD - Detached,New Building,46,DUNVEGAN,RD, ,M4V,797941,S2206,2013-12-10,2014-01-20,2016-03-10,Closed,"To construct a new three-storey single family detached dwelling (1099.77 m2) with below grade garage and a rear deck off the second floor.

","46,DUNVEGAN,RD   M4V",POINT (-79.405772 43.687593),5182,5223,6003
128,14 107814 BLD,New Houses,SFD - Detached,New Building,75,LORRAINE,DR, ,M2N,7730387,N2302,2014-01-22,2014-02-10,2016-07-22,Closed,Two storey detached single family dwelling with integral garage and finished basement,"75,LORRAINE,DR   M2N",POINT (-79.422365 43.776481),5225,5244,6137
129,14 111672 BLD,New Houses,SFD - Detached,New Building,61,VALECREST,DR, ,M9A,7974688,W0406,2014-01-31,2014-02-18,2016-04-13,Closed,"Proposal to construct a new 2 storey sfd-detached with attached garage at grade
Refer to ZZC 13-155185 and COA Decision A255/13EYK","61,VALECREST,DR   M9A",POINT (-79.516929 43.67407),5234,5252,6037
130,14 114762 BLD,New Houses,SFD - Detached,New Building,82,TREELAWN,PKWY, ,M6L,9531521,W1206,2014-02-07,2014-05-12,2016-04-14,Closed,Proposal to construct single storey detached dwelling with garage and basement walkout.,"82,TREELAWN,PKWY   M6L",POINT (-79.47149 43.715373),5241,5335,6038
131,14 117139 BLD,New Houses,SFD - Detached,New Building,672,CONACHER,DR, ,M2M,7344427,N2401,2014-02-13,2014-03-13,2016-07-21,Closed,Construct new two storey single family dwelling (450.18 m2) with attached integral garage and finished basement (193.25 m2),"672,CONACHER,DR   M2M",POINT (-79.399652 43.797002),5247,5275,6136
132,14 119712 BLD,New Houses,SFD - Detached,New Building,217,OLIVE,AVE, ,M2N,10864213,N2303,2014-02-20,2014-03-12,2016-04-29,Closed,Three storey dwelling with attached garage.,"217,OLIVE,AVE   M2N",POINT (-79.399948 43.781889),5254,5274,6053
133,14 123892 BLD,New Building,Multiple Use/Non Residential,New Building,619,QUEEN,ST,W,M5V,10475676,S2012,2014-03-03,2014-10-10,2016-05-10,Closed,Proposal for a new 3 storey mixed use building with retail at ground level and office space on the 2nd and 3rd floors. This building will replace original building detroyed in 2008 fire.,"619,QUEEN,ST W M5V",POINT (-79.402759 43.647293),5265,5486,6064
