Ethnoculture,Ward_ID,Population,Year
Kyrgyz,Ward 2,0,2016
Lebanese,Ward 2,580,2016
Palestinian,Ward 2,170,2016
Pashtun,Ward 2,0,2016
Saudi Arabian,Ward 2,45,2016
Syrian,Ward 2,280,2016
Tajik,Ward 2,0,2016
Tatar,Ward 2,35,2016
Turk,Ward 2,470,2016
Turkmen,Ward 2,40,2016
Uighur,Ward 2,60,2016
Uzbek,Ward 2,30,2016
Yemeni,Ward 2,75,2016
"West Central Asian and Middle Eastern origins, n.i.e.",Ward 2,85,2016
South Asian origins,Ward 2,7295,2016
Bangladeshi,Ward 2,205,2016
Bengali,Ward 2,145,2016
Bhutanese,Ward 2,0,2016
East Indian,Ward 2,4695,2016
Goan,Ward 2,70,2016
Gujarati,Ward 2,45,2016
Kashmiri,Ward 2,10,2016
Nepali,Ward 2,20,2016
Pakistani,Ward 2,1195,2016
Punjabi,Ward 2,185,2016
Sinhalese,Ward 2,65,2016
Sri Lankan,Ward 2,680,2016
Tamil,Ward 2,160,2016
"South Asian origins, n.i.e.",Ward 2,475,2016
East and Southeast Asian origins,Ward 2,10680,2016
Burmese,Ward 2,0,2016
Cambodian (Khmer),Ward 2,10,2016
Chinese,Ward 2,4225,2016
Filipino,Ward 2,3170,2016
Hmong,Ward 2,0,2016
Indonesian,Ward 2,75,2016
Japanese,Ward 2,565,2016
Karen,Ward 2,0,2016
Korean,Ward 2,2220,2016
Laotian,Ward 2,10,2016
Malaysian,Ward 2,50,2016
Mongolian,Ward 2,0,2016
Singaporean,Ward 2,20,2016
Taiwanese,Ward 2,160,2016
Thai,Ward 2,35,2016
Tibetan,Ward 2,75,2016
Vietnamese,Ward 2,695,2016
"East and Southeast Asian origins, n.i.e.",Ward 2,20,2016
Other Asian origins,Ward 2,105,2016
"Other Asian origins, n.i.e.",Ward 2,105,2016
Oceania origins,Ward 2,220,2016
Australian,Ward 2,165,2016
New Zealander,Ward 2,20,2016
Pacific Islands origins,Ward 2,35,2016
Fijian,Ward 2,20,2016
Hawaiian,Ward 2,15,2016
Maori,Ward 2,0,2016
Samoan,Ward 2,0,2016
"Polynesian, n.o.s.",Ward 2,0,2016
"Pacific Islands origins, n.i.e.",Ward 2,0,2016
Total - Ethnic origin for the population in private households - 25% sample data,Ward 3,127525,2016
North American Aboriginal origins,Ward 3,2235,2016
First Nations (North American Indian),Ward 3,1695,2016
Inuit,Ward 3,35,2016
Métis,Ward 3,510,2016
Other North American origins,Ward 3,21575,2016
Acadian,Ward 3,155,2016
American,Ward 3,1575,2016
Canadian,Ward 3,20265,2016
New Brunswicker,Ward 3,10,2016
Newfoundlander,Ward 3,90,2016
Nova Scotian,Ward 3,15,2016
Ontarian,Ward 3,25,2016
Québécois,Ward 3,40,2016
"Other North American origins, n.i.e.",Ward 3,35,2016
European origins,Ward 3,88845,2016
British Isles origins,Ward 3,40110,2016
Channel Islander,Ward 3,0,2016
Cornish,Ward 3,10,2016
English,Ward 3,21825,2016
Irish,Ward 3,18315,2016
Manx,Ward 3,15,2016
Scottish,Ward 3,17225,2016
Welsh,Ward 3,1940,2016
"British Isles origins, n.i.e.",Ward 3,3465,2016
French origins,Ward 3,8455,2016
Alsatian,Ward 3,20,2016
Breton,Ward 3,0,2016
Corsican,Ward 3,0,2016
French,Ward 3,8435,2016
Western European origins (except French origins),Ward 3,12660,2016
Austrian,Ward 3,985,2016
Bavarian,Ward 3,10,2016
Belgian,Ward 3,385,2016
Dutch,Ward 3,2690,2016
Flemish,Ward 3,30,2016
Frisian,Ward 3,0,2016
German,Ward 3,9070,2016
Luxembourger,Ward 3,0,2016
Swiss,Ward 3,470,2016
"Western European origins, n.i.e.",Ward 3,20,2016
Northern European origins (except British Isles origins),Ward 3,2295,2016
Danish,Ward 3,505,2016
Finnish,Ward 3,430,2016
Icelandic,Ward 3,155,2016
Norwegian,Ward 3,530,2016
Swedish,Ward 3,725,2016
"Northern European origins, n.i.e.",Ward 3,75,2016
Eastern European origins,Ward 3,27110,2016
Bulgarian,Ward 3,435,2016
Byelorussian,Ward 3,300,2016
Czech,Ward 3,665,2016
"Czechoslovakian, n.o.s.",Ward 3,175,2016
Estonian,Ward 3,260,2016
Hungarian,Ward 3,1795,2016
Latvian,Ward 3,305,2016
Lithuanian,Ward 3,885,2016
Moldovan,Ward 3,100,2016
Polish,Ward 3,11685,2016
Romanian,Ward 3,1025,2016
Russian,Ward 3,3655,2016
Slovak,Ward 3,810,2016
Ukrainian,Ward 3,9640,2016
"Eastern European origins, n.i.e.",Ward 3,90,2016
Southern European origins,Ward 3,26870,2016
Albanian,Ward 3,1285,2016
Bosnian,Ward 3,380,2016
Catalan,Ward 3,10,2016
Croatian,Ward 3,1670,2016
Cypriot,Ward 3,35,2016
Greek,Ward 3,1725,2016
Italian,Ward 3,11550,2016
Kosovar,Ward 3,15,2016
Macedonian,Ward 3,475,2016
Maltese,Ward 3,735,2016
Montenegrin,Ward 3,110,2016
Portuguese,Ward 3,5395,2016
Serbian,Ward 3,2310,2016
Sicilian,Ward 3,40,2016
Slovenian,Ward 3,790,2016
Spanish,Ward 3,2435,2016
"Yugoslavian, n.o.s.",Ward 3,325,2016
"Southern European origins, n.i.e.",Ward 3,15,2016
Other European origins,Ward 3,975,2016
Basque,Ward 3,10,2016
Jewish,Ward 3,665,2016
Roma (Gypsy),Ward 3,60,2016
"Slavic, n.o.s.",Ward 3,40,2016
"Other European origins, n.i.e.",Ward 3,210,2016
Caribbean origins,Ward 3,4860,2016
Antiguan,Ward 3,30,2016
Bahamian,Ward 3,45,2016
Barbadian,Ward 3,275,2016
Bermudan,Ward 3,50,2016
Carib,Ward 3,40,2016
Cuban,Ward 3,310,2016
Dominican,Ward 3,75,2016
Grenadian,Ward 3,165,2016
Guadeloupean,Ward 3,0,2016
Haitian,Ward 3,110,2016
Jamaican,Ward 3,2420,2016
Kittitian/Nevisian,Ward 3,60,2016
Martinican,Ward 3,0,2016
Montserratan,Ward 3,0,2016
Puerto Rican,Ward 3,20,2016
St. Lucian,Ward 3,45,2016
Trinidadian/Tobagonian,Ward 3,795,2016
Vincentian/Grenadinian,Ward 3,110,2016
"West Indian, n.o.s.",Ward 3,530,2016
"Caribbean origins, n.i.e.",Ward 3,165,2016
"Latin, Central and South American origins",Ward 3,4545,2016
Aboriginal from Central/South America (except Arawak and Maya),Ward 3,160,2016
Arawak,Ward 3,30,2016
Argentinian,Ward 3,245,2016
Belizean,Ward 3,0,2016
Bolivian,Ward 3,10,2016
Brazilian,Ward 3,550,2016
Chilean,Ward 3,330,2016
Colombian,Ward 3,575,2016
Costa Rican,Ward 3,25,2016
Ecuadorian,Ward 3,290,2016
Guatemalan,Ward 3,105,2016
Guyanese,Ward 3,510,2016
Hispanic,Ward 3,65,2016
Honduran,Ward 3,70,2016
Maya,Ward 3,20,2016
Mexican,Ward 3,665,2016
Nicaraguan,Ward 3,45,2016
Panamanian,Ward 3,25,2016
Paraguayan,Ward 3,50,2016
Peruvian,Ward 3,285,2016
Salvadorean,Ward 3,255,2016
Uruguayan,Ward 3,80,2016
Venezuelan,Ward 3,295,2016
"Latin, Central and South American origins, n.i.e.",Ward 3,165,2016
African origins,Ward 3,4445,2016
Central and West African origins,Ward 3,730,2016
Akan,Ward 3,0,2016
Angolan,Ward 3,20,2016
Ashanti,Ward 3,10,2016
Beninese,Ward 3,0,2016
Burkinabe,Ward 3,0,2016
Cameroonian,Ward 3,65,2016
Chadian,Ward 3,0,2016
Congolese,Ward 3,35,2016
Edo,Ward 3,0,2016
Ewe,Ward 3,0,2016
Gabonese,Ward 3,0,2016
Gambian,Ward 3,0,2016
Ghanaian,Ward 3,170,2016
Guinean,Ward 3,10,2016
Ibo,Ward 3,25,2016
Ivorian,Ward 3,10,2016
Liberian,Ward 3,0,2016
Malian,Ward 3,0,2016
Malinké,Ward 3,0,2016
Nigerian,Ward 3,315,2016
Peulh,Ward 3,0,2016
Senegalese,Ward 3,0,2016
Sierra Leonean,Ward 3,10,2016
Togolese,Ward 3,20,2016
Wolof,Ward 3,0,2016
Yoruba,Ward 3,10,2016
"Central and West African origins, n.i.e.",Ward 3,55,2016
North African origins,Ward 3,705,2016
Algerian,Ward 3,55,2016
Berber,Ward 3,35,2016
Coptic,Ward 3,10,2016
Dinka,Ward 3,0,2016
Egyptian,Ward 3,375,2016
Libyan,Ward 3,0,2016
Maure,Ward 3,0,2016
Moroccan,Ward 3,80,2016
Sudanese,Ward 3,110,2016
Tunisian,Ward 3,35,2016
"North African origins, n.i.e.",Ward 3,40,2016
Southern and East African origins,Ward 3,1925,2016
Afrikaner,Ward 3,0,2016
Amhara,Ward 3,0,2016
"Bantu, n.o.s.",Ward 3,0,2016
Burundian,Ward 3,15,2016
Djiboutian,Ward 3,0,2016
Eritrean,Ward 3,100,2016
Ethiopian,Ward 3,360,2016
Harari,Ward 3,0,2016
Kenyan,Ward 3,145,2016
Malagasy,Ward 3,0,2016
Mauritian,Ward 3,55,2016
Oromo,Ward 3,35,2016
Rwandan,Ward 3,20,2016
Seychellois,Ward 3,0,2016
Somali,Ward 3,695,2016
South African,Ward 3,285,2016
Tanzanian,Ward 3,35,2016
Tigrian,Ward 3,0,2016
Ugandan,Ward 3,40,2016
Zambian,Ward 3,15,2016
Zimbabwean,Ward 3,115,2016
Zulu,Ward 3,0,2016
"Southern and East African origins, n.i.e.",Ward 3,135,2016
Other African origins,Ward 3,1115,2016
"Black, n.o.s.",Ward 3,160,2016
"Other African origins, n.i.e.",Ward 3,960,2016
Asian origins,Ward 3,26625,2016
West Central Asian and Middle Eastern origins,Ward 3,3770,2016
Afghan,Ward 3,155,2016
"Arab, n.o.s.",Ward 3,310,2016
Armenian,Ward 3,245,2016
Assyrian,Ward 3,25,2016
Azerbaijani,Ward 3,25,2016
Georgian,Ward 3,35,2016
Hazara,Ward 3,10,2016
Iranian,Ward 3,890,2016
Iraqi,Ward 3,90,2016
Israeli,Ward 3,100,2016
Jordanian,Ward 3,60,2016
Kazakh,Ward 3,35,2016
Kurd,Ward 3,60,2016
Kuwaiti,Ward 3,10,2016
Kyrgyz,Ward 3,10,2016
Lebanese,Ward 3,585,2016
Palestinian,Ward 3,145,2016
Pashtun,Ward 3,0,2016
Saudi Arabian,Ward 3,25,2016
Syrian,Ward 3,270,2016
Tajik,Ward 3,25,2016
Tatar,Ward 3,75,2016
Turk,Ward 3,605,2016
Turkmen,Ward 3,10,2016
Uighur,Ward 3,0,2016
Uzbek,Ward 3,155,2016
Yemeni,Ward 3,55,2016
"West Central Asian and Middle Eastern origins, n.i.e.",Ward 3,125,2016
South Asian origins,Ward 3,7430,2016
Bangladeshi,Ward 3,300,2016
Bengali,Ward 3,155,2016
Bhutanese,Ward 3,0,2016
East Indian,Ward 3,5865,2016
Goan,Ward 3,95,2016
Gujarati,Ward 3,40,2016
Kashmiri,Ward 3,0,2016
Nepali,Ward 3,80,2016
Pakistani,Ward 3,620,2016
Punjabi,Ward 3,145,2016
Sinhalese,Ward 3,20,2016
Sri Lankan,Ward 3,280,2016
Tamil,Ward 3,75,2016
"South Asian origins, n.i.e.",Ward 3,270,2016
East and Southeast Asian origins,Ward 3,15745,2016
Burmese,Ward 3,45,2016
Cambodian (Khmer),Ward 3,40,2016
Chinese,Ward 3,5590,2016
Filipino,Ward 3,4500,2016
Hmong,Ward 3,0,2016
Indonesian,Ward 3,150,2016
Japanese,Ward 3,845,2016
Karen,Ward 3,0,2016
Korean,Ward 3,2550,2016
Laotian,Ward 3,40,2016
Malaysian,Ward 3,105,2016
Mongolian,Ward 3,100,2016
Singaporean,Ward 3,15,2016
Taiwanese,Ward 3,125,2016
Thai,Ward 3,100,2016
Tibetan,Ward 3,1545,2016
Vietnamese,Ward 3,1065,2016
"East and Southeast Asian origins, n.i.e.",Ward 3,10,2016
Other Asian origins,Ward 3,100,2016
"Other Asian origins, n.i.e.",Ward 3,100,2016
Oceania origins,Ward 3,305,2016
Australian,Ward 3,180,2016
New Zealander,Ward 3,35,2016
Pacific Islands origins,Ward 3,100,2016
Fijian,Ward 3,65,2016
Hawaiian,Ward 3,10,2016
Maori,Ward 3,10,2016
Samoan,Ward 3,0,2016
"Polynesian, n.o.s.",Ward 3,0,2016
"Pacific Islands origins, n.i.e.",Ward 3,30,2016
Total - Ethnic origin for the population in private households - 25% sample data,Ward 4,106440,2016
North American Aboriginal origins,Ward 4,2580,2016
First Nations (North American Indian),Ward 4,1995,2016
Inuit,Ward 4,55,2016
Métis,Ward 4,635,2016
Other North American origins,Ward 4,18805,2016
Acadian,Ward 4,220,2016
American,Ward 4,2040,2016
Canadian,Ward 4,17145,2016
New Brunswicker,Ward 4,0,2016
Newfoundlander,Ward 4,90,2016
Nova Scotian,Ward 4,0,2016
Ontarian,Ward 4,40,2016
Québécois,Ward 4,40,2016
"Other North American origins, n.i.e.",Ward 4,15,2016
European origins,Ward 4,78390,2016
British Isles origins,Ward 4,43505,2016
Channel Islander,Ward 4,20,2016
Cornish,Ward 4,10,2016
English,Ward 4,23765,2016
Irish,Ward 4,21310,2016
Manx,Ward 4,40,2016
Scottish,Ward 4,19915,2016
Welsh,Ward 4,2405,2016
"British Isles origins, n.i.e.",Ward 4,4170,2016
French origins,Ward 4,9480,2016
Alsatian,Ward 4,30,2016
Breton,Ward 4,10,2016
Corsican,Ward 4,0,2016
French,Ward 4,9455,2016
Western European origins (except French origins),Ward 4,14855,2016
Austrian,Ward 4,1175,2016
Bavarian,Ward 4,0,2016
Belgian,Ward 4,360,2016
Dutch,Ward 4,3195,2016
Flemish,Ward 4,50,2016
Frisian,Ward 4,35,2016
German,Ward 4,10470,2016
Luxembourger,Ward 4,15,2016
Swiss,Ward 4,885,2016
"Western European origins, n.i.e.",Ward 4,55,2016
Northern European origins (except British Isles origins),Ward 4,2990,2016
Danish,Ward 4,555,2016
Finnish,Ward 4,625,2016
Icelandic,Ward 4,190,2016
Norwegian,Ward 4,850,2016
Swedish,Ward 4,900,2016
"Northern European origins, n.i.e.",Ward 4,125,2016
Eastern European origins,Ward 4,22965,2016
Bulgarian,Ward 4,300,2016
Byelorussian,Ward 4,320,2016
Czech,Ward 4,880,2016
"Czechoslovakian, n.o.s.",Ward 4,110,2016
Estonian,Ward 4,330,2016
Hungarian,Ward 4,2220,2016
Latvian,Ward 4,610,2016
Lithuanian,Ward 4,1365,2016
Moldovan,Ward 4,65,2016
Polish,Ward 4,9015,2016
Romanian,Ward 4,950,2016
Russian,Ward 4,3715,2016
Slovak,Ward 4,600,2016
Ukrainian,Ward 4,6920,2016
"Eastern European origins, n.i.e.",Ward 4,160,2016
Southern European origins,Ward 4,18800,2016
Albanian,Ward 4,290,2016
Bosnian,Ward 4,135,2016
Catalan,Ward 4,10,2016
Croatian,Ward 4,1320,2016
Cypriot,Ward 4,50,2016
Greek,Ward 4,1945,2016
Italian,Ward 4,7200,2016
Kosovar,Ward 4,0,2016
Macedonian,Ward 4,335,2016
Maltese,Ward 4,990,2016
Montenegrin,Ward 4,65,2016
Portuguese,Ward 4,3510,2016
Serbian,Ward 4,1805,2016
Sicilian,Ward 4,30,2016
Slovenian,Ward 4,430,2016
Spanish,Ward 4,2330,2016
"Yugoslavian, n.o.s.",Ward 4,195,2016
"Southern European origins, n.i.e.",Ward 4,15,2016
Other European origins,Ward 4,1720,2016
Basque,Ward 4,10,2016
Jewish,Ward 4,1325,2016
Roma (Gypsy),Ward 4,75,2016
"Slavic, n.o.s.",Ward 4,60,2016
"Other European origins, n.i.e.",Ward 4,265,2016
Caribbean origins,Ward 4,3880,2016
Antiguan,Ward 4,20,2016
Bahamian,Ward 4,30,2016
Barbadian,Ward 4,350,2016
Bermudan,Ward 4,15,2016
Carib,Ward 4,15,2016
Cuban,Ward 4,225,2016
Dominican,Ward 4,85,2016
Grenadian,Ward 4,170,2016
Guadeloupean,Ward 4,0,2016
Haitian,Ward 4,90,2016
Jamaican,Ward 4,1800,2016
Kittitian/Nevisian,Ward 4,15,2016
Martinican,Ward 4,0,2016
Montserratan,Ward 4,0,2016
Puerto Rican,Ward 4,25,2016
St. Lucian,Ward 4,55,2016
Trinidadian/Tobagonian,Ward 4,730,2016
Vincentian/Grenadinian,Ward 4,140,2016
"West Indian, n.o.s.",Ward 4,350,2016
"Caribbean origins, n.i.e.",Ward 4,125,2016
"Latin, Central and South American origins",Ward 4,4045,2016
Aboriginal from Central/South America (except Arawak and Maya),Ward 4,180,2016
Arawak,Ward 4,15,2016
Argentinian,Ward 4,180,2016
Belizean,Ward 4,20,2016
Bolivian,Ward 4,25,2016
Brazilian,Ward 4,305,2016
Chilean,Ward 4,325,2016
Colombian,Ward 4,405,2016
Costa Rican,Ward 4,10,2016
Ecuadorian,Ward 4,240,2016
Guatemalan,Ward 4,90,2016
Guyanese,Ward 4,645,2016
Hispanic,Ward 4,100,2016
Honduran,Ward 4,25,2016
Maya,Ward 4,20,2016
Mexican,Ward 4,720,2016
Nicaraguan,Ward 4,55,2016
Panamanian,Ward 4,55,2016
Paraguayan,Ward 4,0,2016
Peruvian,Ward 4,275,2016
Salvadorean,Ward 4,235,2016
Uruguayan,Ward 4,80,2016
Venezuelan,Ward 4,170,2016
"Latin, Central and South American origins, n.i.e.",Ward 4,155,2016
African origins,Ward 4,4180,2016
Central and West African origins,Ward 4,730,2016
Akan,Ward 4,0,2016
Angolan,Ward 4,45,2016
Ashanti,Ward 4,0,2016
Beninese,Ward 4,0,2016
Burkinabe,Ward 4,0,2016
Cameroonian,Ward 4,25,2016
Chadian,Ward 4,10,2016
Congolese,Ward 4,70,2016
Edo,Ward 4,0,2016
Ewe,Ward 4,0,2016
Gabonese,Ward 4,0,2016
Gambian,Ward 4,35,2016
Ghanaian,Ward 4,120,2016
Guinean,Ward 4,10,2016
Ibo,Ward 4,0,2016
Ivorian,Ward 4,0,2016
Liberian,Ward 4,0,2016
Malian,Ward 4,15,2016
Malinké,Ward 4,50,2016
Nigerian,Ward 4,230,2016
Peulh,Ward 4,10,2016
Senegalese,Ward 4,15,2016
Sierra Leonean,Ward 4,10,2016
Togolese,Ward 4,0,2016
Wolof,Ward 4,0,2016
Yoruba,Ward 4,50,2016
"Central and West African origins, n.i.e.",Ward 4,50,2016
North African origins,Ward 4,600,2016
Algerian,Ward 4,40,2016
Berber,Ward 4,20,2016
Coptic,Ward 4,0,2016
Dinka,Ward 4,0,2016
Egyptian,Ward 4,340,2016
Libyan,Ward 4,15,2016
Maure,Ward 4,10,2016
Moroccan,Ward 4,75,2016
Sudanese,Ward 4,110,2016
Tunisian,Ward 4,10,2016
"North African origins, n.i.e.",Ward 4,10,2016
Southern and East African origins,Ward 4,1785,2016
Afrikaner,Ward 4,15,2016
Amhara,Ward 4,35,2016
"Bantu, n.o.s.",Ward 4,10,2016
Burundian,Ward 4,20,2016
Djiboutian,Ward 4,0,2016
Eritrean,Ward 4,350,2016
Ethiopian,Ward 4,645,2016
Harari,Ward 4,15,2016
Kenyan,Ward 4,45,2016
Malagasy,Ward 4,35,2016
Mauritian,Ward 4,10,2016
Oromo,Ward 4,25,2016
Rwandan,Ward 4,30,2016
Seychellois,Ward 4,0,2016
Somali,Ward 4,275,2016
South African,Ward 4,175,2016
Tanzanian,Ward 4,30,2016
Tigrian,Ward 4,0,2016
Ugandan,Ward 4,55,2016
Zambian,Ward 4,25,2016
Zimbabwean,Ward 4,15,2016
Zulu,Ward 4,10,2016
"Southern and East African origins, n.i.e.",Ward 4,100,2016
Other African origins,Ward 4,1155,2016
"Black, n.o.s.",Ward 4,205,2016
"Other African origins, n.i.e.",Ward 4,960,2016
Asian origins,Ward 4,20925,2016
West Central Asian and Middle Eastern origins,Ward 4,2965,2016
Afghan,Ward 4,175,2016
"Arab, n.o.s.",Ward 4,260,2016
Armenian,Ward 4,180,2016
Assyrian,Ward 4,40,2016
Azerbaijani,Ward 4,40,2016
Georgian,Ward 4,65,2016
Hazara,Ward 4,0,2016
Iranian,Ward 4,655,2016
Iraqi,Ward 4,150,2016
Israeli,Ward 4,145,2016
Jordanian,Ward 4,30,2016
Kazakh,Ward 4,20,2016
Kurd,Ward 4,55,2016
Kuwaiti,Ward 4,0,2016
Kyrgyz,Ward 4,0,2016
Lebanese,Ward 4,470,2016
Palestinian,Ward 4,140,2016
Pashtun,Ward 4,0,2016
Saudi Arabian,Ward 4,15,2016
Syrian,Ward 4,155,2016
Tajik,Ward 4,0,2016
Tatar,Ward 4,60,2016
Turk,Ward 4,410,2016
Turkmen,Ward 4,10,2016
Uighur,Ward 4,0,2016
Uzbek,Ward 4,45,2016
Yemeni,Ward 4,35,2016
"West Central Asian and Middle Eastern origins, n.i.e.",Ward 4,75,2016
South Asian origins,Ward 4,5150,2016
Bangladeshi,Ward 4,185,2016
Bengali,Ward 4,30,2016
Bhutanese,Ward 4,10,2016
East Indian,Ward 4,3560,2016
Goan,Ward 4,45,2016
Gujarati,Ward 4,30,2016
Kashmiri,Ward 4,20,2016
Nepali,Ward 4,165,2016
Pakistani,Ward 4,435,2016
Punjabi,Ward 4,110,2016
Sinhalese,Ward 4,20,2016
Sri Lankan,Ward 4,505,2016
Tamil,Ward 4,135,2016
"South Asian origins, n.i.e.",Ward 4,255,2016
East and Southeast Asian origins,Ward 4,13175,2016
Burmese,Ward 4,65,2016
Cambodian (Khmer),Ward 4,15,2016
Chinese,Ward 4,4795,2016
Filipino,Ward 4,3015,2016
Hmong,Ward 4,0,2016
Indonesian,Ward 4,110,2016
Japanese,Ward 4,835,2016
Karen,Ward 4,0,2016
Korean,Ward 4,1090,2016
Laotian,Ward 4,30,2016
Malaysian,Ward 4,120,2016
Mongolian,Ward 4,75,2016
Singaporean,Ward 4,35,2016
Taiwanese,Ward 4,85,2016
Thai,Ward 4,55,2016
Tibetan,Ward 4,2355,2016
Vietnamese,Ward 4,1405,2016
"East and Southeast Asian origins, n.i.e.",Ward 4,35,2016
Other Asian origins,Ward 4,125,2016
"Other Asian origins, n.i.e.",Ward 4,130,2016
Oceania origins,Ward 4,435,2016
Australian,Ward 4,340,2016
New Zealander,Ward 4,85,2016
Pacific Islands origins,Ward 4,10,2016
Fijian,Ward 4,0,2016
Hawaiian,Ward 4,0,2016
Maori,Ward 4,0,2016
Samoan,Ward 4,0,2016
"Polynesian, n.o.s.",Ward 4,0,2016
"Pacific Islands origins, n.i.e.",Ward 4,10,2016
Total - Ethnic origin for the population in private households - 25% sample data,Ward 5,115130,2016
North American Aboriginal origins,Ward 5,1320,2016
First Nations (North American Indian),Ward 5,1095,2016
Inuit,Ward 5,15,2016
Métis,Ward 5,270,2016
Other North American origins,Ward 5,10600,2016
Acadian,Ward 5,40,2016
American,Ward 5,590,2016
Canadian,Ward 5,10045,2016
New Brunswicker,Ward 5,10,2016
Newfoundlander,Ward 5,65,2016
Nova Scotian,Ward 5,20,2016
Ontarian,Ward 5,15,2016
Québécois,Ward 5,0,2016
"Other North American origins, n.i.e.",Ward 5,10,2016
European origins,Ward 5,54430,2016
British Isles origins,Ward 5,13060,2016
Channel Islander,Ward 5,0,2016
Cornish,Ward 5,0,2016
English,Ward 5,7075,2016
Irish,Ward 5,5140,2016
Manx,Ward 5,10,2016
Scottish,Ward 5,5000,2016
Welsh,Ward 5,465,2016
"British Isles origins, n.i.e.",Ward 5,1055,2016
French origins,Ward 5,3150,2016
Alsatian,Ward 5,0,2016
Breton,Ward 5,0,2016
Corsican,Ward 5,10,2016
French,Ward 5,3150,2016
Western European origins (except French origins),Ward 5,3810,2016
Austrian,Ward 5,220,2016
Bavarian,Ward 5,0,2016
Belgian,Ward 5,95,2016
Dutch,Ward 5,850,2016
Flemish,Ward 5,0,2016
Frisian,Ward 5,10,2016
German,Ward 5,2840,2016
Luxembourger,Ward 5,10,2016
Swiss,Ward 5,85,2016
"Western European origins, n.i.e.",Ward 5,0,2016
Northern European origins (except British Isles origins),Ward 5,460,2016
Danish,Ward 5,120,2016
Finnish,Ward 5,75,2016
Icelandic,Ward 5,20,2016
Norwegian,Ward 5,170,2016
Swedish,Ward 5,105,2016
"Northern European origins, n.i.e.",Ward 5,20,2016
Eastern European origins,Ward 5,5635,2016
Bulgarian,Ward 5,140,2016
Byelorussian,Ward 5,65,2016
Czech,Ward 5,195,2016
"Czechoslovakian, n.o.s.",Ward 5,15,2016
Estonian,Ward 5,65,2016
Hungarian,Ward 5,970,2016
Latvian,Ward 5,85,2016
Lithuanian,Ward 5,165,2016
Moldovan,Ward 5,10,2016
Polish,Ward 5,2135,2016
Romanian,Ward 5,335,2016
Russian,Ward 5,755,2016
Slovak,Ward 5,100,2016
Ukrainian,Ward 5,1510,2016
"Eastern European origins, n.i.e.",Ward 5,10,2016
Southern European origins,Ward 5,36925,2016
Albanian,Ward 5,550,2016
Bosnian,Ward 5,45,2016
Catalan,Ward 5,15,2016
Croatian,Ward 5,425,2016
Cypriot,Ward 5,20,2016
Greek,Ward 5,1145,2016
Italian,Ward 5,14710,2016
Kosovar,Ward 5,20,2016
Macedonian,Ward 5,185,2016
Maltese,Ward 5,530,2016
Montenegrin,Ward 5,0,2016
Portuguese,Ward 5,16720,2016
Serbian,Ward 5,235,2016
Sicilian,Ward 5,15,2016
Slovenian,Ward 5,150,2016
Spanish,Ward 5,3830,2016
"Yugoslavian, n.o.s.",Ward 5,80,2016
"Southern European origins, n.i.e.",Ward 5,15,2016
Other European origins,Ward 5,465,2016
Basque,Ward 5,20,2016
Jewish,Ward 5,240,2016
Roma (Gypsy),Ward 5,0,2016
"Slavic, n.o.s.",Ward 5,15,2016
"Other European origins, n.i.e.",Ward 5,195,2016
Caribbean origins,Ward 5,16375,2016
Antiguan,Ward 5,45,2016
Bahamian,Ward 5,10,2016
Barbadian,Ward 5,535,2016
Bermudan,Ward 5,15,2016
Carib,Ward 5,50,2016
Cuban,Ward 5,470,2016
Dominican,Ward 5,480,2016
Grenadian,Ward 5,1420,2016
Guadeloupean,Ward 5,0,2016
Haitian,Ward 5,165,2016
Jamaican,Ward 5,9670,2016
Kittitian/Nevisian,Ward 5,55,2016
Martinican,Ward 5,0,2016
Montserratan,Ward 5,10,2016
Puerto Rican,Ward 5,40,2016
St. Lucian,Ward 5,745,2016
Trinidadian/Tobagonian,Ward 5,905,2016
Vincentian/Grenadinian,Ward 5,865,2016
"West Indian, n.o.s.",Ward 5,1405,2016
"Caribbean origins, n.i.e.",Ward 5,945,2016
"Latin, Central and South American origins",Ward 5,11175,2016
Aboriginal from Central/South America (except Arawak and Maya),Ward 5,470,2016
Arawak,Ward 5,10,2016
Argentinian,Ward 5,415,2016
Belizean,Ward 5,10,2016
Bolivian,Ward 5,60,2016
Brazilian,Ward 5,1300,2016
Chilean,Ward 5,440,2016
Colombian,Ward 5,800,2016
Costa Rican,Ward 5,195,2016
Ecuadorian,Ward 5,1750,2016
Guatemalan,Ward 5,500,2016
Guyanese,Ward 5,1410,2016
Hispanic,Ward 5,200,2016
Honduran,Ward 5,265,2016
Maya,Ward 5,95,2016
Mexican,Ward 5,950,2016
Nicaraguan,Ward 5,200,2016
Panamanian,Ward 5,65,2016
Paraguayan,Ward 5,0,2016
Peruvian,Ward 5,565,2016
Salvadorean,Ward 5,1590,2016
Uruguayan,Ward 5,155,2016
Venezuelan,Ward 5,230,2016
"Latin, Central and South American origins, n.i.e.",Ward 5,425,2016
